x	y
216.67118293157336	28.736908157606837
271.28645512888824	35.98048360636685
354.5166906997452	47.01923644453751
484.82157995280033	64.30145913925894
630.9954869987349	83.68837568710536
651.4242164709545	86.39782008426441
769.3267223793953	102.03512559947252
885.5082524489937	117.44417960493605
1056.346123839668	140.10225602087218
1092.292712976943	144.8698204779478
1296.3991999067598	171.94028407128252
1315.888622496832	174.52514902396322
1455.512930871743	193.04339806867506
1530.3484265397663	202.96876394725678
1664.5304547766436	220.76520817058616
1746.333582062232	231.6146848938169
1841.2184198105226	244.19917735391104
1874.4979233277434	248.6130085942525
2035.6102611337735	269.98119605668666
2082.607666770503	276.2144205730036
2188.9688746559846	290.3210138965029
2278.7901214405097	302.2339267468646
2379.3462254706424	315.5705942589134
2412.634177405525	319.9855460054484
2519.3777763107596	334.142855513104
2568.3027730008857	340.6317347330941
2651.083582396342	351.6108805734566
2990.069491681872	396.5702831578673
3006.459877062727	398.7441255349875
3029.0662910569404	401.7423943122882
3065.1654349352816	406.5301919703079
3414.2023791517167	452.8226544650877
3514.77611064512	466.16165989206445
3653.757099572225	484.5945860450217
3655.0037217608656	484.75992444793013
3878.1348772327733	514.3536130738971
4022.0688050094523	533.443443144139
4115.345764331943	545.8146841047692
4182.907394005102	554.7753235429585
4209.862882832796	558.3504062849468
4436.735643031094	588.4403406503311
4493.189395584577	595.9277521294758
4504.8746195653175	597.4775530942015
4550.295687572509	603.5017093390829
4703.801454819045	623.8610440477497
4825.941964817556	640.0604323127732
4849.987591207772	643.2495825625597
4896.687774901125	649.4433867943067
4943.456087688575	655.646226927799
5078.859911275554	673.6047167923078
5102.4561444629835	676.7342644174149
5399.8273960766455	716.1743516071966
5446.8849762862865	722.4155570241197
