x	y
51.15490720389792	426.7300599501498
52.227266170723965	466.84435777653187
52.80957785915985	414.41532773615916
53.96593354370822	457.3740494758493
54.337022412626105	406.87944787097933
55.05576049147404	347.4255154068523
55.27242473657725	436.53704385503056
55.305876036877116	450.80623284227016
55.557388460703926	431.6744629760889
55.975523907070624	471.66560417291066
56.32342030265928	356.08395367716673
56.5710490986165	461.3928992730788
56.607768021482144	440.63453908438214
56.7698789876678	363.1028058015012
57.1301368516624	395.57814195385413
57.15329143643851	373.3025990738075
58.29065849890475	385.3774985812242
58.5832360947475	333.387668572018
58.66599238776365	338.84630911102954
58.71782436419246	326.44824834914334
59.055996521867165	317.66287234818145
60.68847697734961	295.7077969569085
60.74654924210126	313.4538443298365
60.80561384888143	281.18016184046485
61.12063210742675	272.8613079738881
61.83045944937718	246.68057159217594
61.906991608123754	234.58781645341122
62.68727233161095	303.9249434125022
62.983065811276894	255.1634346493684
63.948163794913775	288.1441929185303
64.59941016891783	181.89370127240431
64.75575731999756	224.48293650015245
65.09968675862719	215.10968661839593
65.77239107719997	261.3298128589509
66.10761813060685	240.91816449000027
66.3982151262497	194.23837476692398
67.1726173016814	114.67818264939143
68.5890911665922	158.91634839287457
68.64342971112815	108.64958023343362
68.7992063124761	203.75831896993904
69.26195436339918	120.75416718629306
69.62773470456463	147.3916490118203
70.04937476550698	171.10169069956675
70.11783795826459	164.12887969385721
70.69711019057662	98.54902141416375
71.24170473993512	54.381681857224464
71.51550224357104	135.91937749276593
72.15110921452444	129.90379468132204
72.55356243447125	79.68656973694192
73.3401154467208	60.468483080998226
74.08678469763584	86.58380379140553
74.614976094263	68.87580574402982
75.04458184238857	47.878333226950055
